"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"77","MSK Anatomy","3","MSKAnatomy","Orthopaedics Radiology Surgery bone ligament muscle","ChestPainAx FallsAx HeadacheAx LegSwellingAx PainfulLimbAx CervicalSpineInjury HeadInjury PainMx JointAspirationAnalysis MSKXray NeuroAnatomy VascularAnatomy ACR-EULARRAinfo ACUTEGOUTDIAGNOSISinfo BEIGHTONinfo OTTAWAANKLEinfo OTTAWAKNEEinfo","White T, Mackenzie S, Gray A.$$McRae's Orthopaedic Trauma and Emergency Fracture Management 2023$$https://shop.elsevier.com/books/mcraes-orthopaedic-trauma-and-emergency-fracture-management/white/978-0-323-84682-0","0","Information on the anatomy of muscles and bones"
"78","MSK X-ray","3","MSKXray","Orthopaedics Radiology Surgery radiology bone sprain fracture","FallsAx HeadacheAx LegSwellingAx PainfulLimbAx CervicalSpineInjury HeadInjury PainMx AXR CXR JointAspirationAnalysis MSKAnatomy ACR-EULARPMRinfo ACR-EULARRAinfo ACUTEGOUTDIAGNOSISinfo BEIGHTONinfo OTTAWAANKLEinfo OTTAWAKNEEinfo PEDISinfo","White T, Mackenzie S, Gray A.$$McRae's Orthopaedic Trauma and Emergency Fracture Management 2023$$https://shop.elsevier.com/books/mcraes-orthopaedic-trauma-and-emergency-fracture-management/white/978-0-323-84682-0££The Royal Colege of Radiologists$$Standards for interpretation and reporting of imaging investigations Second edition 2018$$https://www.rcr.ac.uk/our-services/all-our-publications/clinical-radiology-publications/standards-for-interpretation-and-reporting-of-imaging-investigations-second-edition/££Wilkinson I, Raine T, Wiles, K, Hately P, Kelly D, Mcgurgan I. 2024$$Oxford Handbook of Clinical Medicine (11 edn) 2024$$https://academic.oup.com/book/56266","0","Systematic interpreation of musculoskeletal X-rays"
"79","Neuro Anatomy","3","NeuroAnatomy","Emergency Neurology Orthopaedics Geriatrics Radiology Surgery Medicine brain nerves","ConfusionAx FallsAx HeadacheAx LowGCSAx PainfulLimbAx StrokeAx AcuteSeizureMx AlcoholMx CervicalSpineInjury HeadInjury HeadacheMx SedationMx StrokeMx CSFAnalysis MSKAnatomy NeuroExam GCSinfo GCSPUPILinfo NIHSSinfo OTTAWASAHRULEinfo MODIFIEDRANKINinfo","Ludwig P$$Neuroanatomy, Central Nervous System 2022$$https://www.ncbi.nlm.nih.gov/books/NBK442010/££Wilkinson I, Raine T, Wiles, K, Hately P, Kelly D, Mcgurgan I. 2024$$Oxford Handbook of Clinical Medicine (11 edn) 2024$$https://academic.oup.com/book/56266","0","Information on the anatomy of the central and peripheral nervous system"
"80","Neuro Exam","3","NeuroExam","Emergency Neurology Orthopaedics Geriatrics Surgery Medicine cranial assessment stroke","DeterioratingPatientAx ConfusionAx FallsAx HeadacheAx LowGCSAx PainfulLimbAx StrokeAx AcuteSeizureMx AlcoholMx CervicalSpineInjury HeadInjury HeadacheMx SedationMx StrokeMx CSFAnalysis NeuroAnatomy ABCD2info GOLDinfo GCSinfo GCSPUPILinfo NIHSSinfo OTTAWASAHRULEinfo MODIFIEDRANKINinfo","Wilkinson I, Raine T, Wiles, K, Hately P, Kelly D, Mcgurgan I. 2024$$Oxford Handbook of Clinical Medicine (11 edn) 2024$$https://academic.oup.com/book/56266££Coni R$$Neuro 101: Neurological Exam 2025$$https://litfl.com/neuro-101-neurological-examination/","0","Systematic A-E assessment of the neurologcal system, including advice on key signs and symptoms, useful investigations and potential diagnoses"
"81","NG Tube","3","NGTube","Gastroenterology Surgery Rylestube nasogastric feeding","AbdoPainAx LowGCSAx StrokeAx NauseaMx StrokeMx CXR IVFluids PreOp RefeedingSyndrome ColitisMx MUSTinfo","National Institute for Health and Care Excellence$$NICE Clinical Guideline CG32 Nutrition support for adults: oral nutrition support, enteral tube feeding and parenteral nutrition 2017$$https://www.nice.org.uk/guidance/cg32/chapter/Recommendations££Lamont T, Beaumont C, Fayaz A et al$$Checking placement of nasogastric feeding tubes in adults (interpretation of x ray images): summary of a safety report from the National Patient Safety Agency 2011$$https://www.bmj.com/content/bmj/342/7806/Practice.full.pdf££Wilkinson I, Raine T, Wiles, K, Hately P, Kelly D, Mcgurgan I. 2024$$Oxford Handbook of Clinical Medicine (11 edn) 2024$$https://academic.oup.com/book/56266","0","Information on ensuring adequate nasogastric tube placement"
"82","Oxygen Delivery","3","OxygenDelivery","Respiratory Medicine oxygen SOB hypoxia o2 mask nasal","ChestPainAx SOBAx HeartFailureMx PneumoniaMx Sepsis6 ABGAnalysis CXR DeterioratingPatientAx AcuteAsthmaMx PneumothoraxMx ALS 4PEPSinfo BISAPSCOREinfo CURB-65info PEFRinfo WELLSPEinfo mSOFAinfo QSOFAinfo","British Thoracic Society$$BTS Guideline for Oxygen Use in Adults in Healthcare and Emergency Settings 2017$$https://discovery.ucl.ac.uk/id/eprint/10050781/3/Singer_BTS%20Guideline%20oxygen%20use%2017.pdf££British National Formulary$$Oxygen 2025$$https://bnf.nice.org.uk/treatment-summaries/oxygen/££National Institute for Health and Care Excellence$$NICE CKS Breathlessness – symptom assessment and management 2024$$https://cks.nice.org.uk/topics/breathlessness/","0","Information of the delivery of oxygen"
"83","Pleural Fluid Analysis","3","PleuralFluidAnalysis","Cardiology Microbiology Respiratory Medicine lights effusion exudate transudate empyema effusion","ChestPainAx FeverAx SOBAx HeartFailureMx PneumoniaMx Sepsis6 ABGAnalysis CXR LIGHT'SCRITERIAinfo","British Thoracic Society$$British Thoracic Society Guideline for pleural disease 2023$$https://thorax.bmj.com/content/78/Suppl_3/s1££Cadogan M$$Pleural Fluid Analysis 2023$$https://litfl.com/pleural-fluid-analysis/££Wilkinson I, Raine T, Wiles, K, Hately P, Kelly D, Mcgurgan I. 2024$$Oxford Handbook of Clinical Medicine (11 edn) 2024$$https://academic.oup.com/book/56266","0","Systematic interpreation of pleural fluid"
"84","Pre-Op","3","PreOp","Orthopaedics Surgery assessment theatre operation","ClottingProducts ECG Insulin IVFluids NGTube TransfusionConsent ASAinfo MUSTinfo","National Institute for Health and Care Excellence$$NICE guideline NG45 Routine preoperative tests for elective surgery 2016$$https://www.nice.org.uk/guidance/ng45££The Preoperative Association $$New Guidelines for Preoperative Assessment and Optimisation for Adult Surgery 2021$$https://www.pre-op.org/new-guidelines££NHS Getting It Right First Time$$Preoperative assessment services guidance 2023$$https://gettingitrightfirsttime.co.uk/wp-content/uploads/2023/07/GIRFT-Pre-operative-assessment-guidance-FINAL-V1-July-2023.pdf","0","Information on the assessment of patients pre-operatively"
"85","Refeeding Syndrome","3","RefeedingSyndrome","Endocrinology Gastroenterology Geriatrics Medicine electrolytes phosphate potassium magnesium calcium malnutrion annorexia","HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx ECG IVFluids NGTube CALCIUMCORRECTIONHYPOALBUMINinfo IDEALBODYWEIGHTinfo MEWSinfo MUSTinfo NEWS2info","The British Intestinal Failure Alliance$$Top Tips for Preventing and Managing Refeeding Syndrome 2022$$https://www.bapen.org.uk/pdfs/bifa/bifa-top-tips-series-7-vol2.pdf££National Institute for Health and Care Excellence$$NICE CKS How should I assess a person with malnutrition or at risk of malnutrition? 2024$$https://cks.nice.org.uk/topics/adult-malnutrition/diagnosis/assessment/££Mehanna H, Moledina J, Travis J$$Refeeding syndrome: what it is, and how to prevent and treat it 2008$$https://www.bmj.com/content/336/7659/1495","0","Information on the diangosis, monitoring and replacement of patients with suspected refeeding syndrome"
"86","Teicoplanin","3","Teicoplanin","Microbiology Medicine Antibiotics","FeverAx Sepsis6 Gentamicin Vancomycin ADJUSTEDBODYWEIGHTinfo CKD-EPIinfo CREATININECLEARANCEinfo","British National Formulary$$Teicoplanin 2025$$https://bnf.nice.org.uk/drugs/teicoplanin/","0","Information on the initiation and monitoring of teicoplanin"
"87","Transfusion Consent","3","TransfusionConsent","Haematology Surgery Medicine ethics capacity blood","HaematuriaAx HaematemesisAx HaemoptysisAx RectalBleedingAx TransfusionMx TransfusionReactionMx CapacityConsent ClottingProducts PreOp FORRESTinfo GLASGOWBLATCHFORDinfo ROCKALLPOST-ENDOSCOPYinfo ROCKALLPRE-ENDOSCOPYinfo","Department of Health and Social Care$$Guidelines from the expert advisory committee on the Safety of Blood, Tissues and Organs (SaBTO) on patient consent for blood transfusion 2020$$https://www.gov.uk/government/publications/blood-transfusion-patient-consent/guidelines-from-the-expert-advisory-committee-on-the-safety-of-blood-tissues-and-organs-sabto-on-patient-consent-for-blood-transfusion","0","Information on gaining consent prior to administering blood products"
"88","Vancomycin","3","Vancomycin","Microbiology Medicine Antibiotics","FeverAx Sepsis6 Gentamicin Teicoplanin ADJUSTEDBODYWEIGHTinfo CKD-EPIinfo CREATININECLEARANCEinfo","British National Formulary$$Vancomycin 2025$$https://bnf.nice.org.uk/drugs/vancomycin/","0","Information on the initiation and monitoring of vancomycin"
"89","Vascular Anatomy","3","VascularAnatomy","Cardiology Haematology Orthopaedics Radiology Surgery Medicine artery arteries veins heart","LegSwellingAx PainfulLimbAx DVTPEMx VTEProphylaxis ClottingProducts MSKAnatomy UpperGIBleedMx FORRESTinfo GLASGOWBLATCHFORDinfo BISHOPSCOREMODIFIEDinfo OTTAWAANKLEinfo OTTAWAKNEEinfo WELLSDVTinfo","Pachuski J, Verbeek T, Smoth S et al$$Vascular anatomy and physiology 2021$$https://academic.oup.com/book/30621/chapter-abstract/258956933?redirectedFrom=fulltext","0","Information on the macroscopic and microscopic anatomy of blood vessels"
"90","4As DELIRIUM","4","4ASDELERIUMinfo","Neurology Geriatrics Psychiatry loc gcs","AGEADJUSTEDCRPESRinfo AMT-10info AMT-4info AbbeyPainScaleinfo PAINADVANCEDDEMENTIAinfo PHQ-9info ConfusionAx FallsAx FeverAx StrokeAx AlcoholMx ConstipationMx HypercalcaemiaMx SedationMx Sepsis6 CapacityConsent","Bellelli G, Morandi A, Davis DH, Mazzola P, Turco R, Gentile S, Ryan T, Cash H, Guerini F, Torpilliesi T, Del Santo F.$$Validation of the 4AT, a new instrument for rapid delirium screening: a study in 234 hospitalised older people 2014$$https://academic.oup.com/ageing/article-abstract/43/4/496/2812210££De J, Wand AP, Smerdely PI, Hunt GE.$$Validating the 4A's test in screening for delirium in a culturally diverse geriatric inpatient population 2017$$https://onlinelibrary.wiley.com/doi/abs/10.1002/gps.4615££Lees R, Corbet S, Johnston C, Moffitt E, Shaw G, Quinn TJ.$$Test accuracy of short screening tests for diagnosis of delirium or cognitive impairment in an acute stroke unit setting 2013$$https://www.ahajournals.org/doi/abs/10.1161/strokeaha.113.001724","0","Screening for delirium in older patients"
"91","4PEPS","4","4PEPSinfo","Emergency Respiratory PE VTE DVT SOB","AGE-ADJUSTEDD-DIMERinfo HAS-BLEDScoreinfo ChestPainAx DeterioratingPatientAx HaemoptysisAx SOBAx DVTPEMx TachycardiaMx ABGAnalysis OxygenDelivery","Roy PM, Friou E, Germeau B, Douillet D, Kline JA, Righini M, Le Gal G, Moumneh T, Penaloza A.$$Derivation and validation of a 4-level clinical pretest probability score for suspected pulmonary embolism to safely decrease imaging testing 2021$$https://jamanetwork.com/journals/jamacardiology/article-abstract/2776853££Chiang P, Robert-Ebadi H, Perrier A, Roy PM, Sanchez O, Righini M, Le Gal G$$Pulmonary Embolism Risk Stratification: External Validation of the 4-Level Clinical Pretest Probability Score (4PEPS) 2024$$https://www.sciencedirect.com/science/article/pii/S2475037924000372","0","4-Level Pulmonary Embolism Clinical Probability Score (4PEPS): Rules out PE based on clinical criteria"
"92","6 MINUTE WALK DISTANCE","4","6MINUTEWALKDISTANCEinfo","GP Orthopaedics Rheumatology Geriatrics","FallsAx StrokeAx StrokeMx SOBAx","Enright PL, Sherrill DL.$$Reference equations for the six-minute walk in healthy adults 1998$$https://www.atsjournals.org/doi/abs/10.1164/ajrccm.158.5.9710086££Enright PL, McBurnie MA, Bittner V, Tracy RP, McNamara R, Arnold A, Newman AB.$$The 6-min walk test: a quick measure of functional status in elderly adults 2003$$https://www.sciencedirect.com/science/article/pii/S0012369215324466££TS Committee on Proficiency Standards for Clinical Pulmonary Function Laboratories.$$ATS statement: guidelines for the six-minute walk test 2002$$https://www.ncbi.nlm.nih.gov/pubmed/12091180","0","Calculates reference values for distance walked, as a measure of functional status"
"94","ABCD2","4","ABCD2info","Emergency GP Neurology Geriatrics Stokr TIA","CHA2DS2-VAScScoreinfo HAS-BLEDScoreinfo NIHSSinfo MODIFIEDRANKINinfo StrokeAx StrokeMx NeuroExam","Johnston SC, Rothwell PM, Nguyen-Huynh MN, Giles MF, Elkins JS, Bernstein AL, Sidney S.$$Validation and refinement of scores to predict very early stroke risk after transient ischaemic attack 2007$$https://www.sciencedirect.com/science/article/pii/S0140673607601500££Josephson SA, Sidney S, Pham TN, Bernstein AL, Johnston SC.$$Higher ABCD2 score predicts patients most likely to have true transient ischemic attack 2008$$https://www.ahajournals.org/doi/abs/10.1161/STROKEAHA.108.514562","0","Estimates the risk of stroke after a suspected transient ischemic attack (TIA)"
"95","ACR-EULAR PMR","4","ACR-EULARPMRinfo","GP Rheumatology PMR Headache Ophthalmology","GCAinfo OphthalmologyEx HeadacheAx PainfulLimbAx HeadacheMx MSKXray","Dasgupta B, Cimmino MA, Kremers HM, Schmidt WA, Schirmer M, Salvarani C, Bachta A, Dejaco C, Duftner C, Jensen HS, Duhaut P$$Provisional classification criteria for polymyalgia rheumatica: a European League Against Rheumatism/American College of Rheumatology collaborative initiative 2012$$https://onlinelibrary.wiley.com/doi/abs/10.1002/art.34356££Initiative C$$Recommendations for the Management of Polymyalgia Rheumatica 2015$$https://www.rheumguide.ca/uploads/1/2/7/1/127151112/2015_recommendations_for_the_management_of_polymyalgia_rheumatica_a_european_league_against_rheumatismamerican_college_of_rheumatology_collaborative_initiative.pdf.pdf££Macchioni P, Boiardi L, Catanoso M, Pazzola G, Salvarani C$$Performance of the new 2012 EULAR/ACR classification criteria for polymyalgia rheumatica: comparison with the previous criteria in a single-centre study 2014 $$https://ard.bmj.com/content/73/6/1190.short","0","Diagnoses polymyalgia rheumatica (PMR) in patients based on 2012 EULAR/ACR criteria"
"96","ACR-EULAR RA","4","ACR-EULARRAinfo","GP Rheumatology joint swelling aspiration","ACUTEGOUTDIAGNOSISinfo PainfulLimbAx JointAspirationAnalysis MSKAnatomy MSKXray","Kay J, Upchurch KS.$$ACR/EULAR 2010 rheumatoid arthritis classification criteria 2012$$https://academic.oup.com/rheumatology/article-abstract/51/suppl_6/vi5/1787592","0","Diagnoses rheumatoid arthritis (RA) in patients with undifferentiated inflammatory synovitis"
"97","ACUTE GOUT DIAGNOSIS","4","ACUTEGOUTDIAGNOSISinfo","Emergency GP Orthopaedics Rheumatology medicine joint swelling aspiration","PainfulLimbAx JointAspirationAnalysis MSKAnatomy MSKXray","Janssens HJ, Fransen J, Van de Lisdonk EH, van Riel PL, van Weel C, Janssen M.$$A diagnostic rule for acute gouty arthritis in primary care without joint fluid analysis 2010$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/225738££Kienhorst LB, Janssens HJ, Fransen J, Janssen M.$$The validation of a diagnostic rule for gout without joint fluid analysis: a prospective study 2015$$https://academic.oup.com/rheumatology/article-abstract/54/4/609/1799752","0","Risk stratifies for gout vs non-gout arthritis"
"98","BODY WEIGHT - ADJUSTED","4","ADJUSTEDBODYWEIGHTinfo","Critical Care ITU Intensive Care Gastroenterology GP Medicine Surgery","BMIinfo BSAinfo DVTPEMx IVFluidMx VTEProphylaxis Gentamicin Teicoplanin Vancomycin","Pai MP, Paloucek FP$$The origin of the ideal body weight equations. 2000$$https://journals.sagepub.com/doi/pdf/10.1345/aph.19381","0","Calculates adjusted body weight. For use in obese patients where actual > ideal body weight"
"99","AGE ADJUSTED CRP/ESR","4","AGEADJUSTEDCRPESRinfo","Orthopaedics Rheumatology GP joint swelling PMR","CENTORinfo FeverPAINinfo GCAinfo DeterioratingPatientAx OphthalmologyEx FeverAx HeadacheAx OphthalmologyMx Sepsis6","Siemons L, Ten Klooster PM, Vonkeman HE, van Riel PL, Glas CA, van de Laar MA$$How age and sex affect the erythrocyte sedimentation rate and C-reactive protein in early rheumatoid arthritis 2014$$https://link.springer.com/article/10.1186/1471-2474-15-368££Miller A, Green M, Robinson D$$Simple rule for calculating normal erythrocyte sedimentation rate 1983$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1546487/££Wener MH, Daum PR, McQuillan GM$$The influence of age, sex, and race on the upper reference limit of serum C-reactive protein concentration 2000$$https://europepmc.org/article/med/11036829","0","Calculates age-adjusted ESR and CRP in adult patients"
"100","AGE-ADJUSTED D-DIMER","4","AGE-ADJUSTEDD-DIMERinfo","Cardiology Emergency ACS Heart Chest","HAS-BLEDScoreinfo WELLSDVTinfo ChestPainAx HaemoptysisAx LegSwellingAx SOBAx DVTPEMx INRMx VTEProphylaxis","Schouten HJ, Geersing GJ, Koek HL, Zuithoff NP, Janssen KJ, Douma RA, van Delden JJ, Moons KG, Reitsma JB$$Diagnostic accuracy of conventional or age adjusted D-dimer cut-off values in older patients with suspected venous thromboembolism: systematic review and meta-analysis 2013$$https://www.bmj.com/content/346/bmj.f2492.full££Righini M, Van Es J, Den Exter PL, Roy PM, Verschuren F, Ghuysen A, Rutschmann OT, Sanchez O, Jaffrelot M, Trinh-Duc A, Le Gall C.$$Age-adjusted D-dimer cutoff levels to rule out pulmonary embolism: the ADJUST-PE study 2014$$https://jamanetwork.com/journals/jama/article-abstract/1841967££Sharp AL, Vinson DR, Alamshaw F, Handler J, Gould MK.$$An age-adjusted D-dimer threshold for emergency department patients with suspected pulmonary embolus: accuracy and clinical implications 2016$$https://www.sciencedirect.com/science/article/pii/S0196064415006162££Jaconelli T, Eragat M, Crane S.$$Can an age-adjusted D-dimer level be adopted in managing venous thromboembolism in the emergency department? A retrospective cohort study 2018$$https://www.ingentaconnect.com/content/wk/ejeme/2018/00000025/00000004/art00013","0","Adjusts D-dimer cutoffs by age to help rule out VTE in patients ≥50 years old"
